,Supplier Name,Supplier Number,Payment Number,Payment Date,Invoice Number,Invoice Date,Payment Total,Po Number,Receipt Number,Department,Account Description,Fund Description,Cost Center Description,Minority Owned,Small Business,Women Owned,City,State,Zip,Country,Vendor Id,Days to Pay,Compliant Indicator
3994,Canon Solutions America,866161,2142535,06/06/2016 12:00:00 AM,16093078,05/13/2016 12:00:00 AM,97.3,526878.0,140264.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,24,Yes
4083,Canon Solutions America,866161,2210837,09/22/2020 12:00:00 AM,21907562,09/12/2020 12:00:00 AM,108.58,552282.0,297148.0,Fire,Office Machine Rental,General Fund,Fire Administration,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
4110,Canon Solutions America,866161,2193337,06/05/2019 12:00:00 AM,20132321,05/31/2019 12:00:00 AM,168.87,552282.0,247437.0,Finance & Admin,Office Machine Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
4120,Canon Solutions America,866161,2201772,01/08/2020 12:00:00 AM,20921906,12/31/2019 12:00:00 AM,82.75,552282.0,270677.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Judges Division 1,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
4135,Canon Solutions America,866161,2103600,05/23/2014 12:00:00 AM,4012802639,05/01/2014 12:00:00 AM,145.0,519302.0,86965.0,Youth & Family Development,Equipment Rental,2014 Head Start,Early Head Start,No,No,No,"Chicago,","IL,",60693,US,190422,22,Yes
4198,Canon Solutions America,866161,2180114,08/01/2018 12:00:00 AM,18858871,07/13/2018 12:00:00 AM,132.2,526878.0,213390.0,General Gov't & Agencies,Office Machine Rental,General Fund,311 Call Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,19,Yes
4222,Canon Solutions America,866161,2107120,07/31/2014 12:00:00 AM,4013297343,07/01/2014 12:00:00 AM,172.3,526312.0,92114.0,Economic & Community Development,Equipment Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,30,Yes
4224,Canon Solutions America,866161,2098830,02/26/2014 12:00:00 AM,4012074494,02/08/2014 12:00:00 AM,270.47,519318.0,81328.0,Police,Equipment Rental,General Fund,Chief of Police,No,No,No,"Chicago,","IL,",60693,US,190422,18,Yes
4236,Canon Solutions America,866161,2136504,02/17/2016 12:00:00 AM,15691457,01/13/2016 12:00:00 AM,82.75,526878.0,132127.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - John A. Patten,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
4284,Canon Solutions America,866161,2109319,09/16/2014 12:00:00 AM,4013803883,09/01/2014 12:00:00 AM,46.0,526312.0,95080.0,Economic & Community Development,Equipment Rental,General Fund,ECD - Neighborhood Serv - Admin,No,No,No,"Chicago,","IL,",60693,US,190422,15,Yes
4319,Canon Solutions America,866161,2149484,10/10/2016 12:00:00 AM,16500761,09/12/2016 12:00:00 AM,107.78,526878.0,150094.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,28,Yes
4390,Canon Solutions America,866161,2156828,03/24/2017 12:00:00 AM,17046503,02/28/2017 12:00:00 AM,107.74,526878.0,162705.0,Youth & Family Development,Office Machine Rental,Human Services Program,HSD Administration,No,No,No,"Chicago,","IL,",60693,US,190422,24,Yes
4406,Canon Solutions America,866161,2163241,07/27/2017 12:00:00 AM,17256861,04/30/2017 12:00:00 AM,581.98,526878.0,173740.0,Executive Branch,Equipment Rental,General Fund,Multicultural Affairs,No,No,No,"Chicago,","IL,",60693,US,190422,88,No
4427,Canon Solutions America,866161,2177157,05/21/2018 12:00:00 AM,18559349,04/30/2018 12:00:00 AM,41.55,526878.0,205146.0,Executive Branch,Office Machine Rental,General Fund,Multicultural Affairs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
4448,Canon Solutions America,866161,2203096,02/10/2020 12:00:00 AM,21036632,01/31/2020 12:00:00 AM,133.52,552282.0,274686.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
4516,Canon Solutions America,866161,2198353,10/07/2019 12:00:00 AM,20432217,08/13/2019 12:00:00 AM,181.64,552282.0,261759.0,Economic & Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,55,No
4521,Canon Solutions America,866161,2158420,04/25/2017 12:00:00 AM,17228934,04/12/2017 12:00:00 AM,82.75,526878.0,165864.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - East Lake,No,No,No,"Chicago,","IL,",60693,US,190422,13,Yes
4546,Canon Solutions America,866161,2217118,04/13/2021 12:00:00 AM,26480316,03/30/2021 12:00:00 AM,119.56,552282.0,317646.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Plant Maintenance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,14,Yes
4553,Canon Solutions America,866161,2202963,02/05/2020 12:00:00 AM,21036606,01/31/2020 12:00:00 AM,149.5,552282.0,274156.0,Police,Office Machine Rental,General Fund,Chief of Police,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
4554,Canon Solutions America,866161,2085314,06/27/2013 12:00:00 AM,4009767083,06/01/2013 12:00:00 AM,159.94,519302.0,66285.0,Police,Equipment Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693,US,190422,26,Yes
4629,Canon Solutions America,866161,2181917,09/12/2018 12:00:00 AM,18529043,04/12/2018 12:00:00 AM,82.75,526878.0,217572.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,153,No
4663,Canon Solutions America,866161,2209404,07/31/2020 12:00:00 AM,21679749,07/13/2020 12:00:00 AM,82.75,552282.0,292339.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Shepherd,No,No,No,"Chicago,","IL,",60693-0149,US,190422,18,Yes
4733,Canon Solutions America,866161,2206614,05/08/2020 12:00:00 AM,21341447,04/12/2020 12:00:00 AM,82.75,552282.0,283417.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Summit of Softball,No,No,No,"Chicago,","IL,",60693-0149,US,190422,26,Yes
4883,Canon Solutions America,866161,2178981,07/02/2018 12:00:00 AM,18529032,06/30/2018 12:00:00 AM,82.75,526878.0,209991.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Brainerd,No,No,No,"Chicago,","IL,",60693-0149,US,190422,2,Yes
4885,Canon Solutions America,866161,2081133,04/19/2013 12:00:00 AM,4008699230,02/01/2013 12:00:00 AM,175.0,519302.0,63343.0,General Services,Equipment Rental,General Fund,Purchasing,No,No,No,"Chicago,","IL,",60693,US,190422,77,No
4905,Canon Solutions America,866161,2211220,10/06/2020 12:00:00 AM,21947978,09/30/2020 12:00:00 AM,133.41,552282.0,298679.0,Human Resources,Office Machine Rental,On-site Medical Clinics & Wellness,WellAdvantage Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
4929,Canon Solutions America,866161,2206614,05/08/2020 12:00:00 AM,21265237,03/31/2020 12:00:00 AM,41.55,552282.0,283530.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Carver,No,No,No,"Chicago,","IL,",60693-0149,US,190422,38,No
5038,Canon Solutions America,866161,2163465,08/01/2017 12:00:00 AM,17547137,07/13/2017 12:00:00 AM,82.75,526878.0,175165.0,Youth & Family Development,Office Machine Rental,General Fund,Youth Dev - CAPS,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
5053,Canon Solutions America,866161,2143217,06/16/2016 12:00:00 AM,16119215,05/31/2016 12:00:00 AM,142.0,526878.0,141546.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Council,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
5116,Canon Solutions America,866161,2107036,07/30/2014 12:00:00 AM,4013297212,07/01/2014 12:00:00 AM,229.27,527528.0,91808.0,Youth & Family Development,Equipment Rental,2015 Head Start,Early Head Start,No,No,No,"Chicago,","IL,",60693,US,190422,29,Yes
5122,Canon Solutions America,866161,2154133,01/25/2017 12:00:00 AM,4021127472,01/01/2017 12:00:00 AM,115.09,526878.0,157491.0,General Services,Office Machine Rental,TVRCS Operations,TN Valley Regional Communications,No,No,No,"Chicago,","IL,",60693,US,190422,24,Yes
5135,Canon Solutions America,866161,2084348,06/13/2013 12:00:00 AM,4009531139,05/01/2013 12:00:00 AM,172.3,519302.0,66156.0,Public Works,Equipment Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,43,No
5176,Canon Solutions America,866161,2158480,04/26/2017 12:00:00 AM,17228931,04/12/2017 12:00:00 AM,97.3,526878.0,165796.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Eastgate Branch,No,No,No,"Chicago,","IL,",60693,US,190422,14,Yes
5181,Canon Solutions America,866161,2077730,02/27/2013 12:00:00 AM,4008492831,01/05/2013 12:00:00 AM,12.0,519302.0,60272.0,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Admin,No,No,No,"Chicago,","IL,",60693,US,190422,53,No
5247,Canon Solutions America,866161,2081085,04/18/2013 12:00:00 AM,4008962794,03/01/2013 12:00:00 AM,135.0,519302.0,63153.0,General Services,Equipment Rental,Municipal Garage,Rep & Maint - 12th & Park Garage,No,No,No,"Chicago,","IL,",60693,US,190422,48,No
5307,Canon Solutions America,866161,2091494,10/14/2013 12:00:00 AM,4010913870,10/01/2013 12:00:00 AM,94.09,519302.0,73353.0,Youth & Family Development,Equipment Rental,General Fund,Fitness Center,No,No,No,"Chicago,","IL,",60693,US,190422,13,Yes
5374,Canon Solutions America,866161,2165863,09/22/2017 12:00:00 AM,17256887,04/30/2017 12:00:00 AM,41.55,526878.0,176289.0,Public Works,Office Machine Rental,General Fund,Park Mgmt - Greenway Farm,No,No,No,"Chicago,","IL,",60693,US,190422,145,No
5403,Canon Solutions America,866161,2153027,12/23/2016 12:00:00 AM,16706606,11/12/2016 12:00:00 AM,62.37,526878.0,155007.0,General Gov't & Agencies,Office Machine Rental,General Fund,311 Call Center,No,No,No,"Chicago,","IL,",60693,US,190422,41,No
5418,Canon Solutions America,866161,2115595,01/16/2015 12:00:00 AM,4014803254,01/01/2015 12:00:00 AM,33.0,526312.0,103141.0,Economic & Community Development,Equipment Rental,Comm Develop Block Grant FY15,CDBG - Admin,No,No,No,"Chicago,","IL,",60693,US,190422,15,Yes
5420,Canon Solutions America,866161,2197698,09/18/2019 12:00:00 AM,20544412,09/12/2019 12:00:00 AM,144.22,552282.0,259447.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Westside Community Ctr,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
5480,Canon Solutions America,866161,2107167,08/01/2014 12:00:00 AM,4013284467,07/01/2014 12:00:00 AM,159.94,526878.0,92215.0,Youth & Family Development,Equipment Rental,General Fund,Rec Ctr - Brainerd,No,No,No,"Chicago,","IL,",60693,US,190422,31,No
5483,Canon Solutions America,866161,2093307,11/12/2013 12:00:00 AM,4009508068,05/01/2013 12:00:00 AM,159.94,519302.0,75098.0,Youth & Family Development,Equipment Rental,General Fund,Rec Ctr - Brainerd,No,No,No,"Chicago,","IL,",60693,US,190422,195,No
5536,Canon Solutions America,866161,2203096,02/10/2020 12:00:00 AM,21036654,01/31/2020 12:00:00 AM,169.59,552282.0,274358.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Plant Maintenance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
5537,Canon Solutions America,866161,2155647,02/27/2017 12:00:00 AM,17018437,02/10/2017 12:00:00 AM,142.36,526878.0,160571.0,Economic & Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,17,Yes
5564,Canon Solutions America,866161,2155339,02/20/2017 12:00:00 AM,4020880006,12/01/2016 12:00:00 AM,118.09,526878.0,160350.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693,US,190422,81,No
5615,Canon Solutions America,866161,2115486,01/14/2015 12:00:00 AM,4014810376,01/01/2015 12:00:00 AM,135.0,526312.0,102888.0,Fire,Equipment Rental,General Fund,Fire Deputy Chief Admin,No,No,No,"Chicago,","IL,",60693,US,190422,13,Yes
5633,Canon Solutions America,866161,2129024,09/15/2015 12:00:00 AM,4016901972,09/01/2015 12:00:00 AM,159.94,526315.0,120877.0,Police,Office Machine Rental,General Fund,Police Admin Support & Tech Svcs,No,No,No,"Chicago,","IL,",60693,US,190422,14,Yes
5667,Canon Solutions America,866161,2111374,10/24/2014 12:00:00 AM,4014051025,10/01/2014 12:00:00 AM,175.0,526312.0,97656.0,Finance & Admin,Office Machine Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693,US,190422,23,Yes
5730,Canon Solutions America,866161,2149216,10/05/2016 12:00:00 AM,16397979,08/13/2016 12:00:00 AM,205.11,526878.0,149813.0,Economic & Community Development,Office Machine Rental,General Fund,ECD - Neighborhood Serv - Admin,No,No,No,"Chicago,","IL,",60693,US,190422,53,No
5761,Canon Solutions America,866161,2167184,10/20/2017 12:00:00 AM,17789814,09/30/2017 12:00:00 AM,69.48,526878.0,182033.0,Youth & Family Development,Office Machine Rental,2018 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693-0149,US,190422,20,Yes
5816,Canon Solutions America,866161,2176166,05/03/2018 12:00:00 AM,18419401,03/13/2018 12:00:00 AM,82.75,526878.0,203094.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Brainerd,No,No,No,"Chicago,","IL,",60693-0149,US,190422,51,No
5867,Canon Solutions America,866161,2175386,04/18/2018 12:00:00 AM,18449606,03/31/2018 12:00:00 AM,190.01,526878.0,200528.0,Public Works,Office Machine Rental,General Fund,City Engineer,No,No,No,"Chicago,","IL,",60693-0149,US,190422,18,Yes
5880,Canon Solutions America,866161,2204573,03/11/2020 12:00:00 AM,21150424,02/29/2020 12:00:00 AM,123.69,552282.0,277941.0,Public Works,Office Machine Rental,Municipal Garage,Rep & Maint - 12th & Park Garage,No,No,No,"Chicago,","IL,",60693-0149,US,190422,11,Yes
5884,Canon Solutions America,866161,2107758,08/15/2014 12:00:00 AM,4013284511,07/01/2014 12:00:00 AM,187.3,526315.0,93149.0,Human Resources,Equipment Rental,General Fund,Human Resources Admin,No,No,No,"Chicago,","IL,",60693,US,190422,45,No
5931,Canon Solutions America,866161,2208476,07/01/2020 12:00:00 AM,20132363,05/31/2019 12:00:00 AM,279.29,552282.0,289569.0,Public Works,Office Machine Rental,FJC Building Clearance Fund,FJC Building Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,397,No
5993,Canon Solutions America,866161,2173976,03/21/2018 12:00:00 AM,18200599,01/13/2018 12:00:00 AM,82.75,526878.0,198238.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Brainerd,No,No,No,"Chicago,","IL,",60693-0149,US,190422,67,No
6040,Canon Solutions America,866161,2197930,09/25/2019 12:00:00 AM,20467921,08/31/2019 12:00:00 AM,126.32,552282.0,260454.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,25,Yes
6082,Canon Solutions America,866161,2155697,02/28/2017 12:00:00 AM,16733710,11/30/2016 12:00:00 AM,41.55,526878.0,159241.0,Public Works,Office Machine Rental,Solid Waste Operations,Waste Disposal City Landfill,No,No,No,"Chicago,","IL,",60693,US,190422,90,No
6100,Canon Solutions America,866161,2169344,12/08/2017 12:00:00 AM,17760944,09/12/2017 12:00:00 AM,131.27,526878.0,185904.0,Economic & Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,87,No
6121,Canon Solutions America,866161,2209528,08/06/2020 12:00:00 AM,21567624,07/01/2020 12:00:00 AM,82.75,552282.0,292631.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Washington Hills,No,No,No,"Chicago,","IL,",60693-0149,US,190422,36,No
6146,Canon Solutions America,866161,2195835,08/02/2019 12:00:00 AM,20355971,07/31/2019 12:00:00 AM,41.55,526878.0,254418.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,2,Yes
6197,Canon Solutions America,866161,2207007,05/19/2020 12:00:00 AM,21454720,05/13/2020 12:00:00 AM,82.75,552282.0,284570.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - North Chattanooga,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
6204,Canon Solutions America,866161,2186809,01/11/2019 12:00:00 AM,19544194,12/13/2018 12:00:00 AM,277.58,552282.0,231529.0,General Gov't & Agencies,Office Machine Rental,Regional Planning Agency,RPA - Agency Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,29,Yes
6245,Canon Solutions America,866161,2195973,08/05/2019 12:00:00 AM,20355973,07/31/2019 12:00:00 AM,41.55,552282.0,254477.0,Public Works,Equipment Rental,General Fund,CWS Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
6249,Canon Solutions America,866161,2173904,03/20/2018 12:00:00 AM,18339913,02/28/2018 12:00:00 AM,41.55,526878.0,197327.0,Executive Branch,Office Machine Rental,General Fund,Multicultural Affairs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,20,Yes
6314,Canon Solutions America,866161,2145618,07/28/2016 12:00:00 AM,16194505,06/12/2016 12:00:00 AM,82.75,526878.0,144894.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Cromwell Community Center,No,No,No,"Chicago,","IL,",60693,US,190422,46,No
6318,Canon Solutions America,866161,2206455,05/05/2020 12:00:00 AM,21379365,04/30/2020 12:00:00 AM,83.1,552282.0,283023.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Eastgate Branch,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
6335,Canon Solutions America,866161,2114403,12/22/2014 12:00:00 AM,401459505,12/01/2014 12:00:00 AM,24.0,526878.0,101357.0,Youth & Family Development,Equipment Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
6382,Canon Solutions America,866161,2171234,01/24/2018 12:00:00 AM,18120958,12/31/2017 12:00:00 AM,213.69,526878.0,190978.0,General Gov't & Agencies,Office Machine Rental,Regional Planning Agency,RPA - Agency Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,24,Yes
6432,Canon Solutions America,866161,2119087,03/25/2015 12:00:00 AM,14353408,11/12/2014 12:00:00 AM,147.75,526878.0,107535.0,General Services,Office Machine Rental,Municipal Garage,Rep & Maint - 12th & Park Garage,No,No,No,"Chicago,","IL,",60693,US,190422,133,No
6447,Canon Solutions America,866161,2182228,09/19/2018 12:00:00 AM,19105082,08/14/2018 12:00:00 AM,82.75,526878.0,219575.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Cromwell Community Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,36,No
6452,Canon Solutions America,866161,2091620,10/15/2013 12:00:00 AM,4010931092,10/01/2013 12:00:00 AM,37.0,519302.0,73254.0,Finance & Admin,Equipment Rental,General Fund,Office of City Treasurer,No,No,No,"Chicago,","IL,",60693,US,190422,14,Yes
6506,Canon Solutions America,866161,2186310,12/28/2018 12:00:00 AM,19433669,11/12/2018 12:00:00 AM,133.52,526878.0,229956.0,Police,Office Machine Rental,General Fund,Investigative Services Command,No,No,No,"Chicago,","IL,",60693-0149,US,190422,46,No
